wav_filename,wav_filesize,transcript,stt,I,D,S,N,Accuracy
singlish-test/694.wav,146,a person without roots is like a tree that wont flourish,a pusson with our ruits is like a tree that won't flourish,2,0,5,56,0.875
singlish-test/695.wav,180,despite such concerns couples are going ahead with their childbearing plans,despite such concerns couples are going ahit with their trail bearing plants,2,1,5,75,0.8933333333333333
singlish-test/696.wav,151,has this made him more careful about how he communicates today,has this make he more careful about how he communicates to day,1,1,2,62,0.9354838709677419
singlish-test/697.wav,164,it will also have two additional simulator bays for potential growth,it will also have to additional similator bes for potential gross,0,3,4,68,0.8970588235294118
singlish-test/698.wav,128,but i am also amused how the roles have been reversed,but i am also amused how the rules have been reversed,0,0,1,53,0.9811320754716981
singlish-test/699.wav,144,gone are the days when it was just a concrete venue,gon at the days when it was just a concrete venu,0,3,1,51,0.9215686274509803
singlish-test/700.wav,165,but its still unclear where exactly the luggage was broken into,but it still unclear where exactly the luggage was broken into,0,1,0,63,0.9841269841269841
singlish-test/701.wav,195,he was aware of the governments responsibilities and how the law on this matter operated,he was aware of the goement's responsibilities and how the law on this matter operated,1,3,0,88,0.9545454545454546
singlish-test/702.wav,173,as a grown up the thought of attending a wedding can be a dreadful one,essha grewn up the thought of attending a wedding can be a dreadful one,1,0,3,70,0.9428571428571428
singlish-test/703.wav,209,after the session three parents stayed behind to ask the counsellor more questions in private,after the session three parents stayed behind to ask the counsellor more questions in private,0,0,0,93,1.0
singlish-test/704.wav,161,its hard to bid a farewell and find a resting place for the poor pets,it's heart to bid a farewell and find a resting pleace for the poor pets,3,0,1,69,0.9420289855072463
singlish-test/705.wav,170,customers are just biting the bullet and paying what is the market price right now,customers adgist biting the bullet and paying what is the market price right now,0,2,3,82,0.9390243902439024
singlish-test/706.wav,215,and as we all know everyone is extremely protective of their emergency alcohol at work,an es we all no every one is extremely protective of the imigency algohol at work,1,6,4,86,0.872093023255814
singlish-test/707.wav,129,mary and her family were moving to another city,mary and her family were moving to another city,0,0,0,47,1.0
singlish-test/708.wav,175,they brought some clothes and three days worth of food and water in their car,they brought samclose antreatis worth of food and water in the acar,0,10,7,77,0.7792207792207793
singlish-test/709.wav,240,on the way to their destination they drove past a hill that overlooked vast fields of sunflowers,on their way though the their destinition the rough paster hill that overlooked vast fields of sandflowers,12,2,6,96,0.7916666666666666
singlish-test/710.wav,161,when they reach they saw a huge tree and sat beneath the foliage,when they reached they saw a huge tree and set beneath the foliege,2,0,2,64,0.9375
singlish-test/711.wav,193,they fed their hungry stomachs with the egg and ham sandwiches that marys mother had made,they ffet yea hungry stomachs wi the ik an hems send me cus that mary's mother head meat,7,8,11,89,0.7078651685393258
singlish-test/712.wav,179,after their satisfying lunch the family took a nap with the grass as their bed,after the i setisfyine lunch the femily took a net widh the grass esiadet,1,6,10,78,0.782051282051282
singlish-test/713.wav,134,when they woke up from their rest it was already mid afternoon,when they woke out from the arress it was already mid afternoon,2,1,3,62,0.9032258064516129
singlish-test/714.wav,216,as they walk back they were shock to see a pack of stray dogs circling around the car,es they walk bank they wer shock to see a speck o stredock circlin around the acar,2,5,6,85,0.8470588235294118
singlish-test/715.wav,146,its seem that they had smelt the food that they were left in the boot,it seemed that they had smelled a foot that they were left in the bout,2,1,7,69,0.855072463768116
singlish-test/716.wav,159,soon the menacing pack began to approach the poor outnumbered family,soon the maynycin pa began to apprush the poor outnumbered family,1,4,4,68,0.8676470588235294
singlish-test/717.wav,225,suddenly a gun shot was fired from a distance which sent the dogs fleeing in an instant,suddenly a ganshot os fired from a distance which send the dogs fleeing in an instant,0,2,3,87,0.9425287356321839
singlish-test/718.wav,197,he told them that it was rare for tourists to make a stop at this area,he told them that it was rare for toris to make a stop at this erea,0,3,1,70,0.9428571428571428
singlish-test/719.wav,158,marys father thank the old man and pass him an untouch box of sandwiches,mary's father thanged the old men an pass him in antash box of san wiches,3,2,7,72,0.8333333333333334
singlish-test/720.wav,160,mary fell asleep on her mothers lap beat from the whole ordeal,mary fell asleep on her mother's sleep beat from the whole audille,4,0,5,62,0.8548387096774194
singlish-test/721.wav,92,i was the third one to perform,i was the third one to perform,0,0,0,30,1.0
singlish-test/722.wav,124,we watch the drama unfold before our eyes,we watch the drama and fall before our eyes,2,0,3,41,0.8780487804878049
singlish-test/723.wav,141,i felt happy upon hearing the good news from my parents,i felt happy upon hearing the good news from my parents,0,0,0,55,1.0
singlish-test/724.wav,128,flourless cakes are not always better for health,floler skicks are not always better for health,1,3,4,48,0.8333333333333334
singlish-test/725.wav,165,you can bake shortbread cookies just with sugar butter and flour,you kan big shot bread cookies just wi sugar butter an fly,0,6,6,64,0.8125
singlish-test/726.wav,115,my uncle is thirty years younger than me,my uncle is thirtyers younger than me,0,3,0,40,0.925
singlish-test/727.wav,107,i attach a mirror to my closet door,i attach a mirror to my closett door,1,0,0,35,0.9714285714285714
singlish-test/728.wav,104,something seems to be bothering him,something seems to be botthering him,1,0,0,35,0.9714285714285714
singlish-test/729.wav,116,he was the president of the dance club in my school,he was the precident of the dance clab in my school,0,0,2,51,0.9607843137254902
singlish-test/730.wav,132,after a hot day all i want to do is take a bath,after a hot day all i want to do is stay above,1,2,4,47,0.851063829787234
singlish-test/731.wav,145,the thief was so careful not to leave his tracks in the snow,that tiff was so careful not to leave his trecks in the snore,2,1,4,60,0.8833333333333333
singlish-test/732.wav,129,she browse through the catalogues while waiting for her turn,she browsed through the catalogues while waiting for her turn,1,0,0,60,0.9833333333333333
singlish-test/733.wav,182,its a little cruel to be so blunt but thats the working world for you,it's a little cruel to be so blind but that's no working world for you,2,1,4,69,0.8985507246376812
singlish-test/734.wav,188,he thought hes brave for saying the truth but hes actually just adding fuel to the fire,he thought his brief for saying the truth bu his actually just eddig fuel to the fire,0,2,6,87,0.9080459770114943
singlish-test/735.wav,94,i think ill make a move first,i think i'll make a mo thirst,1,1,3,29,0.8275862068965517
singlish-test/736.wav,130,i believed the visitation hours are over,i believed the veititian hours are over,0,1,3,40,0.9
singlish-test/737.wav,155,we now have to walk twenty minutes farther just to get a cup of coffee,we now have to walk to diminige further just to get a cup of coffee,0,3,7,70,0.8571428571428571
singlish-test/738.wav,118,this is your last chance to join the lucky draw,dis is your last chance to join the lacky dro,0,2,3,47,0.8936170212765957
singlish-test/739.wav,107,everyones hoping to find the cure for cancer,evry one to be to find a cure for kenser,1,5,8,44,0.6818181818181818
singlish-test/740.wav,115,he became very fit ever since his break up last year,he became very fit ever since his brick up last year,0,0,2,52,0.9615384615384616
singlish-test/741.wav,60,i need your help,i kneet your help,1,0,1,16,0.875
singlish-test/742.wav,68,i live in singapore,i live in singabor,0,1,1,19,0.8947368421052632
singlish-test/743.wav,102,she always keeps her desk neat and tidy,she always keeps her desh neat and tidy,0,0,1,39,0.9743589743589743
singlish-test/744.wav,86,the pot calls the kettle black,the pot calls the cattle blake,0,0,4,30,0.8666666666666667
singlish-test/745.wav,82,she is a deep sleeper,she is a deep sleeper,0,0,0,21,1.0
singlish-test/746.wav,84,he is a real nit picker,he is a real nid biquar,0,0,5,23,0.782608695652174
singlish-test/747.wav,89,the watermelon has ripened,the water melen has ripened,1,0,1,26,0.9230769230769231
singlish-test/748.wav,163,after driving for ten years her car is still in tip top condition,after driving for ten years hercar is still in tip top condition,0,1,0,65,0.9846153846153847
singlish-test/749.wav,95,my father fire the star worker,my father fired the star worker,1,0,0,30,0.9666666666666667
singlish-test/750.wav,111,the children wipe their noses on the towel,the children wiped their noses on the tower,1,0,1,42,0.9523809523809523
singlish-test/751.wav,89,water drips from the cracks,watta drips from the crecks,0,0,3,27,0.8888888888888888
singlish-test/752.wav,160,our sports teams have achieved remarkable feats this year,our spot steams have achieved remarkable fits this year,0,2,3,57,0.9122807017543859
singlish-test/753.wav,81,tell him to zip his lip,tell him to zip his lip,0,0,0,23,1.0
singlish-test/754.wav,76,i like listening to rap,i like listening to rab,0,0,1,23,0.9565217391304348
singlish-test/755.wav,106,mozart compose great music pieces,mozat compos great music peses,0,3,1,33,0.8787878787878788
singlish-test/756.wav,149,we know more about the space than the seasons and the seas,we know more about the space than the seasons and the seas,0,0,0,58,1.0
singlish-test/757.wav,136,the witch put a spell on the prince but it was the wrong one,the witch put a spell on the prince but it was the wrong one,0,0,0,60,1.0
singlish-test/758.wav,117,a murder had already been plotted a month ago,her moder had already been plotted a month ago,2,1,2,45,0.8888888888888888
singlish-test/759.wav,105,i had a lot of questions about the assignment,i had a lot of questions about ther simon,1,5,1,45,0.8444444444444444
singlish-test/760.wav,141,hold your bat steady and focus your eyes on the ball,hole yor bed steady an focas yor ice on the ball,0,4,6,52,0.8076923076923077
singlish-test/761.wav,98,polar bears are on the brink of extinction,bolabest are on the bring of extinction,0,3,4,42,0.8333333333333334
singlish-test/762.wav,106,sakura flowers bloom around april,sacura flowers bloom around iprom,0,0,4,33,0.8787878787878788
singlish-test/763.wav,156,rubber boots are not popular in singapore despite our rainy weather,rabber buts are not popular in singapor despite our rinny weather,0,2,4,67,0.9104477611940298
singlish-test/764.wav,177,the butler poured the guest the butler poured the guest a glass of water,the butler pot the guess the butler pot e guest a glass of water,0,8,3,72,0.8472222222222222
singlish-test/765.wav,110,the criminal paid a heavy price for his crime,the criminal bit an hivio price foyhis crime,1,2,7,45,0.7777777777777778
singlish-test/766.wav,100,you can compare apples to oranges,you can compare apples to oranges,0,0,0,33,1.0
singlish-test/767.wav,103,lets dissect this problem part by part,lett disect this problem part by part,0,1,1,38,0.9473684210526315
singlish-test/768.wav,172,theres something about hotel beds that makes them extra cosy,there's something about hoste hotel bits that mixs them extra cosy,7,1,4,60,0.8
singlish-test/769.wav,138,birds have been found to be our modern day dinosaurs,buts hav been found to be our modern day dynasaus,0,3,4,52,0.8653846153846154
singlish-test/770.wav,138,she scooped herself a big bowl of corn soup,she scooped herself a big bowl of corner soop,2,0,1,43,0.9302325581395349
singlish-test/771.wav,110,the fly was caught in the spiders web,the fly was caught in the spider's wep,1,0,1,37,0.9459459459459459
singlish-test/772.wav,129,fresh graduates are always anxious about their first job,fresh gredwits are always anxious about teir first job,0,2,3,56,0.9107142857142857
singlish-test/773.wav,152,there is speculation that a housing bubble may occur,there is the speculation that the housing babble may occur,6,0,2,52,0.8461538461538461
singlish-test/774.wav,136,rising college debt has been a widely discussed matter,rising college depth has been a whitely discussed matter,2,0,2,54,0.9259259259259259
singlish-test/775.wav,113,chilli crab is a famous dish in singapore,chilicret is a famous dish in singapor,0,3,2,41,0.8780487804878049
singlish-test/776.wav,190,his flexible thinking led him to solve a number of the worlds hardest maths problems,his flexible thinking led him to solve a number of the world's hudders mets problems,2,2,3,84,0.9166666666666666
singlish-test/777.wav,115,to get better at maths practise more,to get better and mence practice small,2,0,9,36,0.6944444444444444
singlish-test/778.wav,159,a child prodigy james eventually became a respect judge,a child prodigy jimes eventually became a respected judgeon,4,0,1,55,0.9090909090909091
singlish-test/779.wav,125,many beautiful dresses were showcase at the gala,many beautiful dresses were shookhis at the gallas,3,1,3,48,0.8541666666666666
singlish-test/780.wav,90,some cuddling could cheer her up,some cadlin could cheer her up,0,2,1,32,0.90625
singlish-test/781.wav,111,the lands deed was sold to the old lady,the lands did or sol to the old lady,0,3,3,39,0.8461538461538461
singlish-test/782.wav,206,the coach train the young gymnast twice as hard as the competition near,the coch trad the yang guness twice as hard as a competition yet,0,7,8,71,0.7887323943661971
singlish-test/783.wav,115,i dreamt of becoming a doctor when i was a child,i dream of becoming a doctor when i was a child,0,1,0,48,0.9791666666666666
singlish-test/784.wav,115,twins often have a unique chemistry with each other,tw inch often have a eunich cemistre with each other,3,2,4,51,0.8235294117647058
singlish-test/785.wav,138,it is more important to study smart than to study hard,it is more important to study his mine than to study hat,3,1,4,54,0.8518518518518519
singlish-test/786.wav,128,the oak tree stood strong against the test of time,the oak tree stood strong against the tess of time,0,0,1,50,0.98
singlish-test/787.wav,128,the baker use a whole block of butter for this recipe,the bicker use a whole block of butter for this receipt,2,0,2,53,0.9245283018867925
singlish-test/788.wav,160,he did not have much but he had a kind and loving heart,he did not have much but he had a kind and loving heart,0,0,0,55,1.0
singlish-test/789.wav,215,the clever and amazing use of righting made the musical performance a truly magical one,the clever and amuging use of writing made the musical popoments a truly magical one,1,4,7,87,0.8620689655172413
singlish-test/790.wav,205,it was a miracle that he cover he three recover from his life threatening accident,it was so miracle that he covered his le he recovered from his life threatening acidon,6,2,7,82,0.8170731707317073
singlish-test/791.wav,165,they try to keep it a secret but he was able to figure out everything,they tried to keep it as secret but he was able to figure out everything,3,0,1,69,0.9420289855072463
singlish-test/792.wav,226,in this game you should escape from ghost and zombies while finding the way out from the foggy maze,in this game you should escape from goos an som bes wile findin the way out from the foggy miz,1,6,3,99,0.898989898989899
singlish-test/793.wav,165,she lazed her whole morning away on a deck chair by the beach,she lays her whole morning away on a deck chair by the beech,0,1,3,61,0.9344262295081968
singlish-test/794.wav,117,there was a switch in the venue for the football match,there was a swish in a venu for the football mention,2,4,5,54,0.7962962962962963
singlish-test/795.wav,141,most youths today think that their future is uncertain,moth use you dey think that yeur future is uncertain,4,6,4,54,0.7407407407407407
singlish-test/796.wav,171,the couple went on an enriching adventure together,the couple went on and enriching adventure together,1,0,0,50,0.98
singlish-test/797.wav,125,the butcher was also a skill cook in the kitchen,the butcher was also a skill cook in the kitchen,0,0,0,48,1.0
singlish-test/798.wav,208,the girls experiences gave her an edge over her peers of the same age,ne guld's experiences gave her an edge over her piece of the same age,1,1,7,69,0.8695652173913043
singlish-test/799.wav,147,this kind of packaging can pose a danger to animals,this kind of pickaging can pose a dinger to animals,0,0,2,51,0.9607843137254902
singlish-test/800.wav,140,the student skated onto the stage to receive his certificate,ther students get dat onto the stage to receive his certificate,4,1,3,60,0.8666666666666667
singlish-test/801.wav,83,but are these measures enough,but are this measures enough,0,1,1,29,0.9310344827586207
singlish-test/802.wav,114,and if we dont do it now then when,and if we don't do it now then went,2,1,0,34,0.9117647058823529
singlish-test/803.wav,104,there are some things money cant buy,there are somethings money cons byn,0,1,4,36,0.8611111111111112
singlish-test/804.wav,117,both are also working in private education,both are also working in private education,0,0,0,42,1.0
singlish-test/805.wav,120,because its pretty entertaining for the rest of us,because i's pretty entertaining for the rest of us,0,0,1,50,0.98
singlish-test/806.wav,157,and individual level we see the same competitiveness,at the individual level we see the same comparativeness,3,0,5,52,0.8461538461538461
singlish-test/807.wav,108,every few weeks my letter would go to them,every few weeks my letter would go to them,0,0,0,42,1.0
singlish-test/808.wav,116,employee say they did not know what had happened,and proisiete did not know what had happened,2,6,6,48,0.7083333333333334
singlish-test/809.wav,91,how much lower are the prices,how much lower are the praces,0,0,1,29,0.9655172413793104
singlish-test/810.wav,100,but really who is going to say no,but really who's goin to say no,0,2,1,33,0.9090909090909091
singlish-test/811.wav,132,more can be done in terms of trade between the two countries,more can be done in thums of trade between the two countries,0,0,2,60,0.9666666666666667
singlish-test/812.wav,96,here are six of the most memorable,here are six of the most memorable,0,0,0,34,1.0
singlish-test/813.wav,84,and that view does not come cheap,an dead view dos not come chip,0,3,4,33,0.7878787878787878
singlish-test/814.wav,193,he add that three government agencies have also express interest in using the system,he added that three government agencies have also expressed interest in using the system,4,0,0,84,0.9523809523809523
singlish-test/815.wav,215,hes trying to present people of colour people from a different background coming here,he is trying to present people of color people from a different background coming here,2,1,0,85,0.9647058823529412
singlish-test/816.wav,103,in china that figure is four years,in china det fugu is four years,0,3,3,34,0.8235294117647058
singlish-test/817.wav,105,he ask mister lu to pay up that amount,he asked mister lu to picy up that amount,3,0,1,38,0.8947368421052632
singlish-test/818.wav,134,but he never told them about switching off the life support,but he never told them about suiting of the life support,0,3,1,59,0.9322033898305084
singlish-test/819.wav,128,a final closes is expect to be reach early next year,a final cross is expected to be rich ali nix year,2,5,4,52,0.7884615384615384
singlish-test/820.wav,134,if theres need to shift your position consider doing it,if there's a need to shive your position consider ding it,3,1,2,55,0.8909090909090909
singlish-test/821.wav,133,and of course residents can keep an eye out too,an o cuse recudence can keepan eye out too,0,5,4,47,0.8085106382978723
singlish-test/822.wav,222,also pain is subjective experience which means the brain has important role to play,also pain is a subjective experience which means the brain has important rule to play,2,0,1,83,0.963855421686747
singlish-test/823.wav,139,are you looking for a healthy dish for your lunch or dinner,are you looking for a healthy dish for your lanch or dinner,0,0,1,59,0.9830508474576272
singlish-test/824.wav,111,and the local media picked up the story,and the local bidia picked up the story,0,0,2,39,0.9487179487179487
singlish-test/825.wav,236,in the long run thats what we want to achieve that well be a gracious community,in the long run that's what we want to achieve that will be a gracious community,1,0,1,79,0.9746835443037974
singlish-test/826.wav,193,her first case involve a man who had gone to prison many times for various offences,her first case involved a men who had gone to presert many times for various offences,2,0,4,83,0.927710843373494
singlish-test/827.wav,168,all this to develop students to become caring global citizens,all these to develop sudent o became carrying grubble citizens,4,3,5,61,0.8032786885245902
singlish-test/828.wav,169,a key reason for that is that major incidents hurt public confidence a lot,a ce reason for that is that madyour insudents herd public confidence a lat,2,1,7,74,0.8648648648648649
singlish-test/829.wav,193,a police spokesman confirm the report and say the investigation is ongoing,a police spostman confirmed the report and sit the investigation is on going,3,1,4,74,0.8918918918918919
singlish-test/830.wav,137,he was immediately taken to the hospital but died later,he was immediately tacked the hospital by thid leater,3,5,3,55,0.8
singlish-test/831.wav,202,some taxi drivers on the facebook group however saw the accident for what it was,some texi drivers on a fasible group however sora idden for what e was,1,11,10,80,0.725
singlish-test/832.wav,208,but singapore will probably catch it worse than others because of its small open economy,but sin probell prob'bly catch it worse thanothers because of is small open economy,0,5,5,88,0.8863636363636364
singlish-test/833.wav,166,however at this point we cannot identify the case the cause of incident,however at this point we cannot identify the case the cose of incident,0,1,1,71,0.971830985915493
singlish-test/834.wav,159,and as a result singaporeans are basically taking water for granted,and as a result signiperence abigictly taking water for granted,1,5,8,67,0.7910447761194029
singlish-test/835.wav,93,an offer which the girl try to beat up,an oper wish the gil tried to bit up,2,4,4,38,0.7368421052631579
singlish-test/836.wav,228,i use to be quite independent but things change after my fall and i stayed at home mostly,i used to be quite independent but things change after my fall and i stayed at home mostly,1,0,0,89,0.9887640449438202
singlish-test/837.wav,115,the medical team is attending to him right now,the medical timige attending to him right now,0,1,4,46,0.8913043478260869
singlish-test/838.wav,135,and were watching the live updates as it happens,and we are watchin the life ablitte as it happens,3,2,5,48,0.7916666666666666
singlish-test/839.wav,210,by that time trump might no longer be in office and a future congress might change the law,by that time trime might no longer be in office and a future congress might change the law,0,0,2,90,0.9777777777777777
singlish-test/840.wav,165,everything i learnt in school since i started work is being turned on its head,everything i learn in school since i started work is been done on its head,0,4,3,78,0.9102564102564102
singlish-test/841.wav,185,some commuters took precautions on the first of two days of strikes this week,some commutes took precautions on e fist or tudays or strices dis week,0,7,5,77,0.8441558441558441
singlish-test/842.wav,191,my friends tell me that i came across as a rather cold unemotional chap,my friends tell me that i came across as a rather called an emotional chap,3,0,2,71,0.9295774647887324
singlish-test/843.wav,96,but efforts will take time to show,but efforts will take time to show,0,0,0,34,1.0
singlish-test/844.wav,132,and all deals must make an economic sense,an all thes must make an economic sense,1,3,1,41,0.8780487804878049
singlish-test/845.wav,188,so this we think is a wow factor that we hope participants will enjoy,so this wi thing is a wil factor dhat we hope batty spuns will enjoy,0,1,11,69,0.8260869565217391
singlish-test/846.wav,147,another person form the tuition centre was at the interview as well,another person from lotution centr was at the interview as well,1,5,2,67,0.8805970149253731
singlish-test/847.wav,230,they have also they they also have the opportunity to prove themself to the party members,they heve also the they also have the opportunity to prove themselves to the party members,2,1,2,89,0.9438202247191011
singlish-test/848.wav,170,the government will provide more support for firms hiring older workers,the government we provide most support for fobs hiring oll their workers,4,3,6,71,0.8169014084507042
singlish-test/849.wav,214,as a supervisor i think the greatest challenge i face is towards my men towards my officers,as a superviser i think the greatest challenge i face is towards my men towards my offices,0,1,1,91,0.978021978021978
singlish-test/850.wav,186,anyone looking for serious chinese food was likely to seek it in other parts of city,any one looking for here as jannie's foot was likely to seek it in other parsal city,3,3,10,84,0.8095238095238095
singlish-test/851.wav,219,they help its competitors win new customers who wanted to touch and test new handsets before buying,they help its comparators wi new customers who wanted to touch and test new hensets before buyin,0,3,4,99,0.9292929292929293
singlish-test/852.wav,112,in the end it comes down to supply and demand,in the end it comes down to supply and demand,0,0,0,45,1.0
singlish-test/853.wav,223,first singapore has to ensure its people understand the issues and maintain cohesion and trust,first sigapo hes to ansure is pupil understand that he shoos a meanthin cohisien in trust,5,10,12,94,0.7127659574468085
singlish-test/854.wav,210,but just because something evokes an emotional response from you doesnt mean it is real,but just because something evotes an emotional response from you rathen mean it is real,2,2,3,87,0.9195402298850575
singlish-test/855.wav,197,the company said earlier this month its in talks with potential investors to inject funds,the company said aliedispan it in thoughts with potential investors to inject fancy,3,9,9,89,0.7640449438202247
singlish-test/856.wav,73,he didnt wear his shoes,he didn't wear hi shoes,1,1,0,23,0.9130434782608695
singlish-test/857.wav,213,apart from new ideas singapore also needs a customise model to meets its social needs,apart from new ideas singapo also needs a crastomised model to mits its social needs,2,3,2,85,0.9176470588235294
singlish-test/858.wav,135,internet is one of the biggest challenges especially the youths,intirnete is wone o the biggest challengers especially the use,3,4,3,63,0.8412698412698413
singlish-test/859.wav,142,even with all that dont assume that nothing will happen,even with all that don't assume that nothing will happen,1,0,0,55,0.9818181818181818
singlish-test/860.wav,174,but im not sure whether its the type of attention that they had hope for,but i'm not sure whether is the type of attention that they han hoped for,2,1,1,72,0.9444444444444444
singlish-test/861.wav,129,he would next have to choose his payout start age,he would nixt have to choose his spee out starage,2,2,3,49,0.8571428571428571
singlish-test/862.wav,122,he gave the pair six months to raise the money,ye give the pair six months to ris the money,0,2,2,46,0.9130434782608695
singlish-test/863.wav,158,what if we can cut short that timing to less than five minutes,what if ye can't cut short that i mean to less than five minutes,3,1,4,62,0.8709677419354839
singlish-test/864.wav,163,any person who has abandon animals they need to be brought to justice,any person who has abandoned animals they need to be brought to justice,2,0,0,69,0.9710144927536232
singlish-test/865.wav,189,for now the the focus is on the land acquisition process with the terminus,for now the fit the focus is under lend acuedition possess with the teminus,4,3,10,74,0.7702702702702703
singlish-test/866.wav,126,people are realising the economic value of space,people are religing the economy value of spacin,1,2,3,48,0.875
singlish-test/867.wav,185,employers may be reluctant to train staff since they may leave the companies after their training,employers may be reluctant to train stout seen dhey may leve the companies after gei trainin,1,6,6,97,0.865979381443299
singlish-test/868.wav,238,before anything else subway is a business and businesses mainly get set up to make profits,before anything else sapway is the buiness an businesses man they get set up to make profits,4,2,6,90,0.8666666666666667
singlish-test/869.wav,96,it was the third rate hike this year,it was a third rate hight dis ye,1,5,4,36,0.7222222222222222
singlish-test/870.wav,242,he add that some sectors will continue to do well due to external forces such as falling oil prices,he ended that some sectors he continue to do well due to external forces such as falling all prices,2,2,5,99,0.9090909090909091
singlish-test/871.wav,202,in a video he was seen crying and begging on his knees for a full refund of the phone,in avidio he was sin crying and begging on his knees for a fulryfin of the fawn,0,6,7,85,0.8470588235294118
singlish-test/872.wav,162,all the information we use is data that is readily available,all the information we use is de ta that is readily available,1,0,1,60,0.9666666666666667
singlish-test/873.wav,166,but the building will not be affected by the relocation of the bus terminal,but the building will not be affected by the location of the baste mino,0,4,3,75,0.9066666666666666
singlish-test/874.wav,218,individuals can use these initiative to support their studies in both social work programmes,individuals can use thi initiative to support their studies in both social work programmes,0,2,1,92,0.967391304347826
singlish-test/875.wav,176,but if they give us a good answer we give them very high marks,but if they give us a good answer we give them very high marksn,1,0,0,62,0.9838709677419355
singlish-test/876.wav,124,after three years the books were moved back home,ofthe three yes te books wer most back home,1,6,3,48,0.7916666666666666
singlish-test/877.wav,131,and this was where things got a bit curious,and this was whet things got a bit curious,0,1,1,43,0.9534883720930233
singlish-test/878.wav,118,no matter what it is tattooing is an art,no matter what heit is ta toingis an art,2,2,1,40,0.875
singlish-test/879.wav,167,although the teens know that sleep is important they put a low priority on it,although the thing toug that slavish important they put a low privity on it,1,3,10,77,0.8181818181818182
singlish-test/880.wav,79,is this just a singapore thing,is this jealousing up o think,2,3,7,30,0.6
singlish-test/881.wav,265,on top the index a new area that the report assesses is the demand for palliative care,on top of the innexts a new area that the ripot assessos is the demand for pelliative care,5,1,4,86,0.8837209302325582
singlish-test/882.wav,150,do kids today still learn how to find words in a dictionary,do keets to days till learn how to find words in a dictionary,3,1,2,59,0.8983050847457628
singlish-test/883.wav,99,but i eat well travel well,but i eat well trevl well,0,1,1,26,0.9230769230769231
singlish-test/884.wav,96,mister lee was then a lawyer in the firm,mister lee was then a lier in the firm,0,2,1,40,0.925
singlish-test/885.wav,165,it said that it said this is needed to attract job seekers,e sait net e sait des he sneeder to a trect jopseekers,1,5,14,58,0.6551724137931034
singlish-test/886.wav,82,the banks said in the statement,the bangship in a stateman,0,5,5,31,0.6774193548387096
singlish-test/887.wav,77,a man appeared by my side,a ment a bit by my sight,2,3,7,25,0.52
singlish-test/888.wav,163,yang is a singaporean who is also a student in brisbane currently,young is a simporien who is also a studen in brisbin caldly,2,8,6,65,0.7538461538461538
singlish-test/889.wav,115,i am focused on my career at the moment,i am fulcasse on my caurier at the moment,3,1,3,39,0.8205128205128205
singlish-test/890.wav,163,it was also broadly in line with a recent call made by the labour movement,it was also broadly in line with a recent called mit by the labor movement,2,2,2,74,0.918918918918919
singlish-test/891.wav,183,after that the trio went up to the younger mans home and drank red wine in the living room,after that the to went up to the younger man's home and drank reat wine in the living room,2,2,1,90,0.9444444444444444
singlish-test/892.wav,227,but the next step is to scale up and improve the technology so user trials can be carried out,but the next step is to skill up an improve the technology so use e trials kan be carried out,1,1,5,93,0.9247311827956989
singlish-test/893.wav,190,the big idea is to make it easy for everyone to embark on this fulfilling journey,the big idea is to make it easy for every one to embark on this reflilling journey,3,2,0,81,0.9382716049382716
singlish-test/894.wav,184,at the heart of the issue is the question of how to handle a failing bank,at the heart of the issue is a question of how to handle a filling bank,0,2,3,73,0.9315068493150684
singlish-test/895.wav,212,as for private vehicles only those with the air show car label will be given access,as for private vehicles only thus wi the esho carliball will be given assess,1,8,6,83,0.8192771084337349
singlish-test/896.wav,190,foreign domestic workers here will soon have a clubhouse where they can spend their days off,whil an domestic will cut here well soon have a clab house where e kan spend yhe a days of,2,4,18,92,0.7391304347826086
singlish-test/897.wav,169,in addition there is not a single person who received instructions from me,in edision there is not a single person who received instructions from me,0,1,2,74,0.9594594594594594
singlish-test/898.wav,212,a far better approach would be to find ways of stabilising asset prices,a far better approach rit'll be to find wases o stabululizing as et prices,4,1,8,71,0.8169014084507042
singlish-test/899.wav,163,m o e said more details on the mergers will be provided early next year,and may we sat morty thers or the majurs will be provided a le next year,6,5,13,71,0.6619718309859155
singlish-test/900.wav,169,chandra did not turn up in court yesterday but his parents were present,candra did not turn up in cort yesterday but his parents were prison,0,3,2,71,0.9295774647887324
singlish-test/901.wav,240,he was on hand to speak to reporters which was an characteristic moves,he was on hand to speak to reporters which was an encat ungateric characteristic mof,16,2,1,70,0.7285714285714285
singlish-test/902.wav,146,and what surprised me was that i found blueprints for the ship here,an what surprised me wat that i found gru prings for the ships year,2,2,6,67,0.8507462686567164
singlish-test/903.wav,199,they also noted with concern how the government has been increasing its spending,they also not that we concern how the government has been increasing its spending,3,2,3,80,0.9
singlish-test/904.wav,143,it is a bonus if a dish has health benefits,it is a bunnas if a dish hath health benefits,2,0,3,43,0.8837209302325582
singlish-test/905.wav,136,can i still use the address to register my child,kin i steel use to address to register my child,0,1,5,48,0.875
singlish-test/906.wav,150,in more severe cases some may require one every day,in most evier kisses some may require one every day,1,1,6,51,0.8431372549019608
singlish-test/907.wav,126,its not yet time to let the tortoises go free,its not yet time to let the thortises go free,1,1,0,45,0.9555555555555556
singlish-test/908.wav,137,one of the cars caught fire in january this year,one o the carts cot fire in january this year,1,4,1,48,0.875
