Unnamed: 0,WavFilesPath,stt,new_path,transcript,I,D,S,N,Accuracy
2480,/content/drive/MyDrive/singlish/train/430.wav,the criminal paid a heavy price for his crime,430,the criminal paid a heavy price for his crime,0,0,0,45,1.0
2466,/content/drive/MyDrive/singlish/train/431.wav,you cant compare apples to oranges,431,you cant compare apples to oranges,0,0,0,34,1.0
2489,/content/drive/MyDrive/singlish/train/432.wav,lets dissect this problem part by part,432,lets dissect this problem part by part,0,0,0,38,1.0
2410,/content/drive/MyDrive/singlish/train/433.wav,theres something about hotel beds that makes them extra cosy,433,theres something about hotel beds that makes them extra cosy,0,0,0,60,1.0
2394,/content/drive/MyDrive/singlish/train/434.wav,birds have been found to be our modern day dinosaurs,434,birds have been found to be our modern day dinosaurs,0,0,0,52,1.0
2449,/content/drive/MyDrive/singlish/train/435.wav,she scooped herself a big bowl of corn soup,435,she scooped herself a big bowl of corn soup,0,0,0,43,1.0
2362,/content/drive/MyDrive/singlish/train/436.wav,the fly was caught in the spiders web,436,the fly was caught in the spiders web,0,0,0,37,1.0
2426,/content/drive/MyDrive/singlish/train/437.wav,fresh graduates are always anxious about their first job,437,fresh graduates are always anxious about their first job,0,0,0,56,1.0
2361,/content/drive/MyDrive/singlish/train/438.wav,there is speculation that a housing bubble may occur,438,there is speculation that a housing bubble may occur,0,0,0,52,1.0
2512,/content/drive/MyDrive/singlish/train/439.wav,rising college debt has been a widely discussed matter,439,rising college debt has been a widely discussed matter,0,0,0,54,1.0
2483,/content/drive/MyDrive/singlish/train/440.wav,chilli crab is a famous dish in singapore,440,chilli crab is a famous dish in singapore,0,0,0,41,1.0
2496,/content/drive/MyDrive/singlish/train/441.wav,his flexible thinking led him to solve a number of the worlds hardest math problems,441,his flexible thinking led him to solve a number of the worlds hardest math problems,0,0,0,83,1.0
2412,/content/drive/MyDrive/singlish/train/442.wav,to get better at maths practise more,442,to get better at maths practise more,0,0,0,36,1.0
2482,/content/drive/MyDrive/singlish/train/443.wav,a child prodigy james eventually became a respected judge,443,a child prodigy james eventually became a respected judge,0,0,0,57,1.0
2511,/content/drive/MyDrive/singlish/train/444.wav,many beautiful dresses were showcased at the gala,444,many beautiful dresses were showcased at the gala,0,0,0,49,1.0
2421,/content/drive/MyDrive/singlish/train/445.wav,some cuddling could cheer her up,445,some cuddling could cheer her up,0,0,0,32,1.0
2509,/content/drive/MyDrive/singlish/train/446.wav,the lands deed was sold to the old lady,446,the lands deed was sold to the old lady,0,0,0,39,1.0
2397,/content/drive/MyDrive/singlish/train/447.wav,the coach trained the young gymnast twice as hard as the competition neared,447,the coach trained the young gymnast twice as hard as the competition neared,0,0,0,75,1.0
2453,/content/drive/MyDrive/singlish/train/448.wav,i dreamt of becoming a doctor when i was a child,448,i dreamt of becoming a doctor when i was a child,0,0,0,48,1.0
2443,/content/drive/MyDrive/singlish/train/449.wav,twins often have a unique chemistry with each other,449,twins often have a unique chemistry with each other,0,0,0,51,1.0
2451,/content/drive/MyDrive/singlish/train/450.wav,it is more important to study smart than to study hard,450,it is more important to study smart than to study hard,0,0,0,54,1.0
2386,/content/drive/MyDrive/singlish/train/451.wav,the oak tree stood strong against the test of time,451,the oak tree stood strong against the test of time,0,0,0,50,1.0
2363,/content/drive/MyDrive/singlish/train/452.wav,the baker used a whole block of butter for this recipe,452,the baker used a whole block of butter for this recipe,0,0,0,54,1.0
2435,/content/drive/MyDrive/singlish/train/453.wav,he did not have much but he had a kind and loving heart,453,he did not have much but he had a kind and loving heart,0,0,0,55,1.0
2369,/content/drive/MyDrive/singlish/train/454.wav,the clever and amazing use of lighting made the musical performance a truly magical one,454,the clever and amazing use of lighting made the musical performance a truly magical one,0,0,0,87,1.0
2431,/content/drive/MyDrive/singlish/train/455.wav,it was a miracle that he recovered from his life threatening accident,455,it was a miracle that he recovered from his life threatening accident,0,0,0,69,1.0
2436,/content/drive/MyDrive/singlish/train/456.wav,they tried to keep it a secret but he was able to figure everything out,456,they tried to keep it a secret but he was able to figure everything out,0,0,0,71,1.0
2460,/content/drive/MyDrive/singlish/train/457.wav,in this game you must escape from ghosts and zombies while finding the way out from the foggy maze,457,in this game you must escape from ghosts and zombies while finding the way out from the foggy maze,0,0,0,98,1.0
2467,/content/drive/MyDrive/singlish/train/458.wav,she lazed her whole morning away on a deck chair by the beach,458,she lazed her whole morning away on a deck chair by the beach,0,0,0,61,1.0
2418,/content/drive/MyDrive/singlish/train/459.wav,there was a switch in the venue for the football match,459,there was a switch in the venue for the football match,0,0,0,54,1.0
2507,/content/drive/MyDrive/singlish/train/460.wav,most youths today think that their future is uncertain,460,most youths today think that their future is uncertain,0,0,0,54,1.0
2470,/content/drive/MyDrive/singlish/train/461.wav,the couple went on an enriching adventure together,461,the couple went on an enriching adventure together,0,0,0,50,1.0
2486,/content/drive/MyDrive/singlish/train/462.wav,the butcher was also a skilled cook in the kitchen,462,the butcher was also a skilled cook in the kitchen,0,0,0,50,1.0
2462,/content/drive/MyDrive/singlish/train/463.wav,the girls experiences gave her an edge over her peers of the same age,463,the girls experiences gave her an edge over her peers of the same age,0,0,0,69,1.0
2455,/content/drive/MyDrive/singlish/train/464.wav,this kind of packaging can pose a danger to animals,464,this kind of packaging can pose a danger to animals,0,0,0,51,1.0
2506,/content/drive/MyDrive/singlish/train/465.wav,the student skated onto the stage to receive his certificate,465,the student skated onto the stage to receive his certificate,0,0,0,60,1.0
2459,/content/drive/MyDrive/singlish/train/466.wav,but yields have cautiously edged higher this week so far,466,but yields have cautiously edged higher this week so far,0,0,0,56,1.0
2420,/content/drive/MyDrive/singlish/train/467.wav,and there is nobody here,467,and there is nobody here,0,0,0,24,1.0
2424,/content/drive/MyDrive/singlish/train/468.wav,it will likely take another few weeks to finalise policy options,468,it will likely take another few weeks to finalise policy options,0,0,0,64,1.0
2411,/content/drive/MyDrive/singlish/train/469.wav,i dont even know what to say,469,i dont even know what to say,0,0,0,28,1.0
2380,/content/drive/MyDrive/singlish/train/470.wav,do it now before its too late,470,do it now before its too late,0,0,0,29,1.0
2497,/content/drive/MyDrive/singlish/train/471.wav,many market participants expected that prices would continue to decrease,471,many market participants expected that prices would continue to decrease,0,0,0,72,1.0
2390,/content/drive/MyDrive/singlish/train/472.wav,what we want to do is really inculcate the training culture within companies,472,what we want to do is really inculcate the training culture within companies,0,0,0,76,1.0
2504,/content/drive/MyDrive/singlish/train/473.wav,her life changed after a after a social worker found her,473,her life changed after a after a social worker found her,0,0,0,56,1.0
2500,/content/drive/MyDrive/singlish/train/474.wav,in his application form he listed the details of three local employees,474,in his application form he listed the details of three local employees,0,0,0,70,1.0
2415,/content/drive/MyDrive/singlish/train/475.wav,as a community let us show respect and appreciate the work of our bus captains,475,as a community let us show respect and appreciate the work of our bus captains,0,0,0,78,1.0
2427,/content/drive/MyDrive/singlish/train/476.wav,here the government will act decisively if there is threat of violence against anyone or any group,476,here the government will act decisively if there is threat of violence against anyone or any group,0,0,0,98,1.0
2456,/content/drive/MyDrive/singlish/train/477.wav,despite having had no mathematics lessons beyond high school she resolved to find another,477,despite having had no mathematics lessons beyond high school she resolved to find another,0,0,0,89,1.0
2367,/content/drive/MyDrive/singlish/train/478.wav,its your chance to look strong and strike a platoon pose,478,its your chance to look strong and strike a platoon pose,0,0,0,56,1.0
2472,/content/drive/MyDrive/singlish/train/479.wav,at her age she cannot borrow money to buy another flat,479,at her age she cannot borrow money to buy another flat,0,0,0,54,1.0
2384,/content/drive/MyDrive/singlish/train/480.wav,no shares are being offered to the public,480,no shares are being offered to the public,0,0,0,41,1.0
2494,/content/drive/MyDrive/singlish/train/481.wav,this will offer singaporeans greater choice of private insurance plans,481,this will offer singaporeans greater choice of private insurance plans,0,0,0,70,1.0
2464,/content/drive/MyDrive/singlish/train/482.wav,and parts of it started to fall off without warning,482,and parts of it started to fall off without warning,0,0,0,51,1.0
2406,/content/drive/MyDrive/singlish/train/483.wav,how much are you worth,483,how much are you worth,0,0,0,22,1.0
2365,/content/drive/MyDrive/singlish/train/484.wav,and then you ask yourself where does it come from,484,and then you ask yourself where does it come from,0,0,0,49,1.0
2448,/content/drive/MyDrive/singlish/train/485.wav,both banks will also provide priority assistance for the elderly and those with special needs,485,both banks will also provide priority assistance for the elderly and those with special needs,0,0,0,93,1.0
2358,/content/drive/MyDrive/singlish/train/486.wav,it did not elaborate further,486,it did not elaborate further,0,0,0,28,1.0
2458,/content/drive/MyDrive/singlish/train/487.wav,his supportive parents gave him free rein to run the business sometimes giving him advice,487,his supportive parents gave him free rein to run the business sometimes giving him advice,0,0,0,89,1.0
2465,/content/drive/MyDrive/singlish/train/488.wav,for the sake of singapores commuters lets hope he gets it right,488,for the sake of singapores commuters lets hope he gets it right,0,0,0,63,1.0
2479,/content/drive/MyDrive/singlish/train/489.wav,feelings get hurt also go hospital kind,489,feelings get hurt also go hospital kind,0,0,0,39,1.0
2401,/content/drive/MyDrive/singlish/train/490.wav,another charge of obstructing the course of justice was taken into account during sentencing,490,another charge of obstructing the course of justice was taken into account during sentencing,0,0,0,92,1.0
2444,/content/drive/MyDrive/singlish/train/491.wav,more categories will be added in response to demand,491,more categories will be added in response to demand,0,0,0,51,1.0
2404,/content/drive/MyDrive/singlish/train/492.wav,parking charges will be the same across all schools,492,parking charges will be the same across all schools,0,0,0,51,1.0
2409,/content/drive/MyDrive/singlish/train/493.wav,the company is trying to contact the affected customer,493,the company is trying to contact the affected customer,0,0,0,54,1.0
2450,/content/drive/MyDrive/singlish/train/494.wav,he asked the victim to follow him back home,494,he asked the victim to follow him back home,0,0,0,43,1.0
2488,/content/drive/MyDrive/singlish/train/495.wav,even so he noted that disease prevention is key,495,even so he noted that disease prevention is key,0,0,0,47,1.0
2392,/content/drive/MyDrive/singlish/train/496.wav,dont you get disappointed though when it doesnt happen,496,dont you get disappointed though when it doesnt happen,0,0,0,54,1.0
2432,/content/drive/MyDrive/singlish/train/497.wav,that was under an earlier version of the plan,497,that was under an earlier version of the plan,0,0,0,45,1.0
2371,/content/drive/MyDrive/singlish/train/498.wav,some also voiced the risk of operations closing down due to declined profitability,498,some also voiced the risk of operations closing down due to declined profitability,0,0,0,82,1.0
2476,/content/drive/MyDrive/singlish/train/499.wav,because they think youre used to living as a starving artist why not exploit it,499,because they think youre used to living as a starving artist why not exploit it,0,0,0,79,1.0
2484,/content/drive/MyDrive/singlish/train/500.wav,experts said that consumers can expect better deals as the competition heats up going forward,500,experts said that consumers can expect better deals as the competition heats up going forward,0,0,0,93,1.0
2487,/content/drive/MyDrive/singlish/train/501.wav,a suggestion for one party to move to the next block was raised but both families refused,501,a suggestion for one party to move to the next block was raised but both families refused,0,0,0,89,1.0
2457,/content/drive/MyDrive/singlish/train/502.wav,most had at least a lower secondary education,502,most had at least a lower secondary education,0,0,0,45,1.0
2360,/content/drive/MyDrive/singlish/train/503.wav,and i think thats a critical area of encouraging and retaining staff,503,and i think thats a critical area of encouraging and retaining staff,0,0,0,68,1.0
2389,/content/drive/MyDrive/singlish/train/504.wav,also investments into the sector have also fallen,504,also investments into the sector have also fallen,0,0,0,49,1.0
2377,/content/drive/MyDrive/singlish/train/505.wav,actually this whole detective thing was quite exciting,505,actually this whole detective thing was quite exciting,0,0,0,54,1.0
2445,/content/drive/MyDrive/singlish/train/506.wav,did we sign up for an eyesight test,506,did we sign up for an eyesight test,0,0,0,35,1.0
2513,/content/drive/MyDrive/singlish/train/507.wav,it is the most stressful period,507,it is the most stressful period,0,0,0,31,1.0
2381,/content/drive/MyDrive/singlish/train/508.wav,drivers usually give way to me,508,drivers usually give way to me,0,0,0,30,1.0
2429,/content/drive/MyDrive/singlish/train/509.wav,i care more about making sure that we stay focused on our mission and keep delighting our users,509,i care more about making sure that we stay focused on our mission and keep delighting our users,0,0,0,95,1.0
2434,/content/drive/MyDrive/singlish/train/510.wav,in addition the school wants to nurture students to become gracious citizens,510,in addition the school wants to nurture students to become gracious citizens,0,0,0,76,1.0
2402,/content/drive/MyDrive/singlish/train/511.wav,not everyone believes its time to start buying the stock,511,not everyone believes its time to start buying the stock,0,0,0,56,1.0
2372,/content/drive/MyDrive/singlish/train/512.wav,i never had access to nonpublic information or profited from my position,512,i never had access to nonpublic information or profited from my position,0,0,0,72,1.0
2405,/content/drive/MyDrive/singlish/train/513.wav,early reports of the cause of death suggests that he died in his sleep from a heart attack,513,early reports of the cause of death suggests that he died in his sleep from a heart attack,0,0,0,90,1.0
2388,/content/drive/MyDrive/singlish/train/514.wav,our younger generation has lost touch with nature and many have the wrong attitude towards insects,514,our younger generation has lost touch with nature and many have the wrong attitude towards insects,0,0,0,98,1.0
2391,/content/drive/MyDrive/singlish/train/515.wav,one key question is whether the tax hike will be followed by increasingly higher taxes over time,515,one key question is whether the tax hike will be followed by increasingly higher taxes over time,0,0,0,96,1.0
2532,/content/drive/MyDrive/singlish/train/516.wav,well be looking for any signs of change in language but i doubt well see anything there,516,well be looking for any signs of change in language but i doubt well see anything there,0,0,0,87,1.0
2525,/content/drive/MyDrive/singlish/train/517.wav,the existing building is actually a national monument building which had to be totally protected,517,the existing building is actually a national monument building which had to be totally protected,0,0,0,96,1.0
2517,/content/drive/MyDrive/singlish/train/518.wav,there are plans to eventually combine certain digital products into a single platform,518,there are plans to eventually combine certain digital products into a single platform,0,0,0,85,1.0
2521,/content/drive/MyDrive/singlish/train/519.wav,during the hearing yesterday the four were accused of causing a public nuisance,519,during the hearing yesterday the four were accused of causing a public nuisance,0,0,0,79,1.0
2524,/content/drive/MyDrive/singlish/train/520.wav,every country large or small developed or developing has a part to play,520,every country large or small developed or developing has a part to play,0,0,0,71,1.0
2526,/content/drive/MyDrive/singlish/train/521.wav,it has already received franchising enquiries from china but talks are still ongoing,521,it has already received franchising enquiries from china but talks are still ongoing,0,0,0,84,1.0
2529,/content/drive/MyDrive/singlish/train/522.wav,financial compensation is not the only issue the property owners face,522,financial compensation is not the only issue the property owners face,0,0,0,69,1.0
2518,/content/drive/MyDrive/singlish/train/523.wav,other than cost patients may also be concerned about insurance implications,523,other than cost patients may also be concerned about insurance implications,0,0,0,75,1.0
2531,/content/drive/MyDrive/singlish/train/524.wav,but the brands focus is on quality and not fast service,524,but the brands focus is on quality and not fast service,0,0,0,55,1.0
2516,/content/drive/MyDrive/singlish/train/525.wav,especially in mobile asia is at the forefront of this technology,525,especially in mobile asia is at the forefront of this technology,0,0,0,64,1.0
2527,/content/drive/MyDrive/singlish/train/526.wav,so we went on a traipse around town to check out eight less heralded fixtures of a city we love,526,so we went on a traipse around town to check out eight less heralded fixtures of a city we love,0,0,0,95,1.0
2520,/content/drive/MyDrive/singlish/train/527.wav,as for motorists about half were willing to share roads with cyclists while almost a third were not,527,as for motorists about half were willing to share roads with cyclists while almost a third were not,0,0,0,99,1.0
2523,/content/drive/MyDrive/singlish/train/528.wav,but i didnt bring any extra clothes with me i didnt prepare a getaway car near the house,528,but i didnt bring any extra clothes with me i didnt prepare a getaway car near the house,0,0,0,88,1.0
2519,/content/drive/MyDrive/singlish/train/529.wav,it will also train teachers to lead the tours,529,it will also train teachers to lead the tours,0,0,0,45,1.0
2528,/content/drive/MyDrive/singlish/train/530.wav,she had accepted his friend request through facebook as she badly needed someone to talk to,530,she had accepted his friend request through facebook as she badly needed someone to talk to,0,0,0,91,1.0
2530,/content/drive/MyDrive/singlish/train/531.wav,but it says theres no reason for the central bank to rush though with more tightening,531,but it says theres no reason for the central bank to rush though with more tightening,0,0,0,85,1.0
2522,/content/drive/MyDrive/singlish/train/532.wav,even when i take taxis the drivers tell me their daily takings are taking a hit,532,even when i take taxis the drivers tell me their daily takings are taking a hit,0,0,0,79,1.0
2581,/content/drive/MyDrive/singlish/train/533.wav,it is in our common interest to guard preserve and strengthen rules based on global order,533,it is in our common interest to guard preserve and strengthen rules based on global order,0,0,0,89,1.0
2568,/content/drive/MyDrive/singlish/train/534.wav,the parties agreed to the formation of a task force to look into areas of concern,534,the parties agreed to the formation of a task force to look into areas of concern,0,0,0,81,1.0
2577,/content/drive/MyDrive/singlish/train/535.wav,if it comes after the tender is closed it might not be fair to the developer,535,if it comes after the tender is closed it might not be fair to the developer,0,0,0,76,1.0
2572,/content/drive/MyDrive/singlish/train/536.wav,they are certainly not short of experience,536,they are certainly not short of experience,0,0,0,42,1.0
2571,/content/drive/MyDrive/singlish/train/537.wav,at each point i decided not to try to enforce my full legal rights,537,at each point i decided not to try to enforce my full legal rights,0,0,0,66,1.0
2586,/content/drive/MyDrive/singlish/train/538.wav,several jurisdictions overseas have provided for or are considering providing for such a right,538,several jurisdictions overseas have provided for or are considering providing for such a right,0,0,0,94,1.0
2561,/content/drive/MyDrive/singlish/train/539.wav,it made his article feel more personal,539,it made his article feel more personal,0,0,0,38,1.0
2569,/content/drive/MyDrive/singlish/train/540.wav,we bet you already know whats coming,540,we bet you already know whats coming,0,0,0,36,1.0
2555,/content/drive/MyDrive/singlish/train/541.wav,check out the full film online here,541,check out the full film online here,0,0,0,35,1.0
2562,/content/drive/MyDrive/singlish/train/542.wav,but slowly she learnt to walk again,542,but slowly she learnt to walk again,0,0,0,35,1.0
2585,/content/drive/MyDrive/singlish/train/543.wav,im told i need to marry you,543,im told i need to marry you,0,0,0,27,1.0
2566,/content/drive/MyDrive/singlish/train/544.wav,in sum will these changes in the education system improve social mobility,544,in sum will these changes in the education system improve social mobility,0,0,0,73,1.0
2533,/content/drive/MyDrive/singlish/train/545.wav,and rather conveniently he added that he was leaving the book trade,545,and rather conveniently he added that he was leaving the book trade,0,0,0,67,1.0
2551,/content/drive/MyDrive/singlish/train/546.wav,there appears to be five or six different queues merged into one,546,there appears to be five or six different queues merged into one,0,0,0,64,1.0
2553,/content/drive/MyDrive/singlish/train/547.wav,could it be a case where their qualifications are no longer relevant,547,could it be a case where their qualifications are no longer relevant,0,0,0,68,1.0
2579,/content/drive/MyDrive/singlish/train/548.wav,he noted that an index of world factory activity was at its highest level in seven years,548,he noted that an index of world factory activity was at its highest level in seven years,0,0,0,88,1.0
2570,/content/drive/MyDrive/singlish/train/549.wav,he added that whenever they met in recent years mister lee displayed a sharp and inquisitive mind,549,he added that whenever they met in recent years mister lee displayed a sharp and inquisitive mind,0,0,0,97,1.0
2534,/content/drive/MyDrive/singlish/train/550.wav,it took about an hour before the cables could be straightened and the men lowered to safety,550,it took about an hour before the cables could be straightened and the men lowered to safety,0,0,0,91,1.0
2563,/content/drive/MyDrive/singlish/train/551.wav,he would then view the video clips on his laptop,551,he would then view the video clips on his laptop,0,0,0,48,1.0
2550,/content/drive/MyDrive/singlish/train/552.wav,according to singapore pools this will be a cascade draw,552,according to singapore pools this will be a cascade draw,0,0,0,56,1.0
2536,/content/drive/MyDrive/singlish/train/553.wav,officials have said operational costs in general have continued to rise over the past decade,553,officials have said operational costs in general have continued to rise over the past decade,0,0,0,92,1.0
2559,/content/drive/MyDrive/singlish/train/554.wav,and if that means scraped knees and muddy shirts well thats part of the process,554,and if that means scraped knees and muddy shirts well thats part of the process,0,0,0,79,1.0
2564,/content/drive/MyDrive/singlish/train/555.wav,for other close relatives or friends a hug is enough,555,for other close relatives or friends a hug is enough,0,0,0,52,1.0
2549,/content/drive/MyDrive/singlish/train/556.wav,besides yoga sun also has a number of other interests,556,besides yoga sun also has a number of other interests,0,0,0,53,1.0
2560,/content/drive/MyDrive/singlish/train/557.wav,there is no oil spill,557,there is no oil spill,0,0,0,21,1.0
2538,/content/drive/MyDrive/singlish/train/558.wav,as a driver it is my duty to ensure my passengers are safe and comfortable,558,as a driver it is my duty to ensure my passengers are safe and comfortable,0,0,0,74,1.0
2582,/content/drive/MyDrive/singlish/train/559.wav,but some potholes remain in the road to economic cooperation,559,but some potholes remain in the road to economic cooperation,0,0,0,60,1.0
2537,/content/drive/MyDrive/singlish/train/560.wav,they dont by themselves discriminate between good and bad actors,560,they dont by themselves discriminate between good and bad actors,0,0,0,64,1.0
2548,/content/drive/MyDrive/singlish/train/561.wav,are part of the transformation to serve our customers better,561,are part of the transformation to serve our customers better,0,0,0,60,1.0
2580,/content/drive/MyDrive/singlish/train/562.wav,ideologically the event remains pretty much the same every year,562,ideologically the event remains pretty much the same every year,0,0,0,63,1.0
2544,/content/drive/MyDrive/singlish/train/563.wav,they are protecting their industry,563,they are protecting their industry,0,0,0,34,1.0
2558,/content/drive/MyDrive/singlish/train/564.wav,this further reduces the time available to complete a project,564,this further reduces the time available to complete a project,0,0,0,61,1.0
2565,/content/drive/MyDrive/singlish/train/565.wav,the hotels management has declined to comment on the robbery,565,the hotels management has declined to comment on the robbery,0,0,0,60,1.0
2583,/content/drive/MyDrive/singlish/train/566.wav,we got you covered too,566,we got you covered too,0,0,0,22,1.0
2546,/content/drive/MyDrive/singlish/train/567.wav,actual traffic conditions in the last two weeks showed that this is sufficient,567,actual traffic conditions in the last two weeks showed that this is sufficient,0,0,0,78,1.0
2540,/content/drive/MyDrive/singlish/train/568.wav,malaysia has also made valuable contributions to regional and global peace and security,568,malaysia has also made valuable contributions to regional and global peace and security,0,0,0,87,1.0
2542,/content/drive/MyDrive/singlish/train/569.wav,and in many cases it is being done in indiscriminate and ask an unsustainable ways,569,and in many cases it is being done in indiscriminate and ask an unsustainable ways,0,0,0,82,1.0
2543,/content/drive/MyDrive/singlish/train/570.wav,at the same time we continue to systematically develop present technologies and vehicles,570,at the same time we continue to systematically develop present technologies and vehicles,0,0,0,88,1.0
2547,/content/drive/MyDrive/singlish/train/571.wav,because the moment you rest and take a seat your legs touch the chair in front,571,because the moment you rest and take a seat your legs touch the chair in front,0,0,0,78,1.0
2576,/content/drive/MyDrive/singlish/train/572.wav,details need to be brought up to date,572,details need to be brought up to date,0,0,0,37,1.0
2584,/content/drive/MyDrive/singlish/train/573.wav,as recently as five years ago the computer sience faculty did not have mobile development courses,573,as recently as five years ago the computer science faculty did not have mobile development courses,0,1,0,98,0.9897959183673469
2535,/content/drive/MyDrive/singlish/train/574.wav,i want my kids to pass the subject,574,i want my kids to pass the subject,0,0,0,34,1.0
2574,/content/drive/MyDrive/singlish/train/575.wav,but the old name will soon be revived,575,but the old name will soon be revived,0,0,0,37,1.0
2539,/content/drive/MyDrive/singlish/train/576.wav,and even with power not everything desirable will always be feasible,576,and even with power not everything desirable will always be feasible,0,0,0,68,1.0
2567,/content/drive/MyDrive/singlish/train/577.wav,everyone knows the singapore river but do you know its source,577,everyone knows the singapore river but do you know its source,0,0,0,61,1.0
2573,/content/drive/MyDrive/singlish/train/578.wav,the accident happened in one of two towers in the complex,578,the accident happened in one of two towers in the complex,0,0,0,57,1.0
2557,/content/drive/MyDrive/singlish/train/579.wav,but some also flagged concerns about the impact of the proposals,579,but some also flagged concerns about the impact of the proposals,0,0,0,64,1.0
2578,/content/drive/MyDrive/singlish/train/580.wav,always you need to choose the way of using if possible,580,always you need to choose the way of using if possible,0,0,0,54,1.0
2545,/content/drive/MyDrive/singlish/train/581.wav,it landed on his head as he lay on the ground,581,it landed on his head as he lay on the ground,0,0,0,45,1.0
2552,/content/drive/MyDrive/singlish/train/582.wav,disciplinary action will be taken against members of the bridge teams,582,disciplinary action will be taken against members of the bridge teams,0,0,0,69,1.0
2554,/content/drive/MyDrive/singlish/train/583.wav,having a bond may help to provide more assurance to firms,583,having a bond may help to provide more assurance to firms,0,0,0,57,1.0
2556,/content/drive/MyDrive/singlish/train/584.wav,for now lenders and borrowers in this shadow market do not see significant risks,584,for now lenders and borrowers in this shadow market do not see significant risks,0,0,0,80,1.0
2541,/content/drive/MyDrive/singlish/train/585.wav,but that does not bother the older woman who is watching her daughter eat,585,but that does not bother the older woman who is watching her daughter eat,0,0,0,73,1.0
2575,/content/drive/MyDrive/singlish/train/586.wav,ping an of china became the worlds largest insurer by market value this year,586,ping an of china became the worlds largest insurer by market value this year,0,0,0,76,1.0
2671,/content/drive/MyDrive/singlish/train/587.wav,from next year it will be more difficult for operators to expand their fleet,587,from next year it will be more difficult for operators to expand their fleet,0,0,0,76,1.0
2613,/content/drive/MyDrive/singlish/train/588.wav,but instead of needing four mumbers to win a prize you need just three,588,but instead of needing four numbers to win a prize you need just three,0,0,1,70,0.9857142857142858
2660,/content/drive/MyDrive/singlish/train/589.wav,she also claimed that the husky was purchased as an investment and intended as a show dog,589,she also claimed that the husky was purchased as an investment and intended as a show dog,0,0,0,89,1.0
2650,/content/drive/MyDrive/singlish/train/590.wav,an app for you to earn some quick money by sharing some of your data with strangers,590,an app for you to earn some quick money by sharing some of your data with strangers,0,0,0,83,1.0
2654,/content/drive/MyDrive/singlish/train/591.wav,i think we need to drill in as well as create this sense of urgency sense of belonging,591,i think we need to drill in as well as create this sense of urgency sense of belonging,0,0,0,86,1.0
2646,/content/drive/MyDrive/singlish/train/592.wav,these messages do not however portray the issue as a growing problem,592,these messages do not however portray the issue as a growing problem,0,0,0,68,1.0
2597,/content/drive/MyDrive/singlish/train/593.wav,we have contacted the reporter and will update this post with any comments if or when she replies,593,we have contacted the reporter and will update this post with any comments if or when she replies,0,0,0,97,1.0
2648,/content/drive/MyDrive/singlish/train/594.wav,he bought it even though hes not allowed to,594,he bought it even though hes not allowed to,0,0,0,43,1.0
2661,/content/drive/MyDrive/singlish/train/595.wav,despite his doctors claims the patient in fact has every reason to decline the test,595,despite his doctors claims the patient in fact has every reason to decline the test,0,0,0,83,1.0
2677,/content/drive/MyDrive/singlish/train/596.wav,others will also get help with payment for premiums,596,others will also get help with payment for premiums,0,0,0,51,1.0
2667,/content/drive/MyDrive/singlish/train/597.wav,he worked there as a handyman,597,he worked there as a handyman,0,0,0,29,1.0
2653,/content/drive/MyDrive/singlish/train/598.wav,she won two awards last night,598,she won two awards last night,0,0,0,29,1.0
2618,/content/drive/MyDrive/singlish/train/599.wav,we do not accept the proposal by you to return the items,599,we do not accept the proposal by you to return the items,0,0,0,56,1.0
2608,/content/drive/MyDrive/singlish/train/600.wav,the staff seem more than glad to help you live out a bit of fantasy,600,the staff seem more than glad to help you live out a bit of fantasy,0,0,0,67,1.0
2635,/content/drive/MyDrive/singlish/train/601.wav,officers arrived at the scene within five minutes and carried the old lady to safety,601,officers arrived at the scene within five minutes and carried the old lady to safety,0,0,0,84,1.0
2590,/content/drive/MyDrive/singlish/train/602.wav,but nothing is deleted we still cant do that,602,but nothing is deleted we still cant do that,0,0,0,44,1.0
2632,/content/drive/MyDrive/singlish/train/603.wav,but his push to remake the political order is on a collision course with reality,603,but his push to remake the political order is on a collision course with reality,0,0,0,80,1.0
2610,/content/drive/MyDrive/singlish/train/604.wav,and his oasis has been popular,604,and his oasis has been popular,0,0,0,30,1.0
2681,/content/drive/MyDrive/singlish/train/605.wav,the line wasnt long and the staff was friendly,605,the line wasnt long and the staff was friendly,0,0,0,46,1.0
2605,/content/drive/MyDrive/singlish/train/606.wav,a passenger sustained injuries and was sent to the hospital for treatment,606,a passenger sustained injuries and was sent to the hospital for treatment,0,0,0,73,1.0
2665,/content/drive/MyDrive/singlish/train/607.wav,because you must remember that the land this is being built upon is completely barren,607,because you must remember that the land this is being built upon is completely barren,0,0,0,85,1.0
2615,/content/drive/MyDrive/singlish/train/608.wav,he served four months before being released early because of his good behaviour in prison,608,he served four months before being released early because of his good behaviour in prison,0,0,0,89,1.0
2659,/content/drive/MyDrive/singlish/train/609.wav,he and his wife dont even visit her frequently,609,he and his wife dont even visit her frequently,0,0,0,46,1.0
2621,/content/drive/MyDrive/singlish/train/610.wav,singapore was not alone in its youth population not being as optimistic about future prospects,610,singapore was not alone in its youth population not being as optimistic about future prospects,0,0,0,94,1.0
2626,/content/drive/MyDrive/singlish/train/611.wav,he flew the singapore flag high,611,he flew the singapore flag high,0,0,0,31,1.0
2644,/content/drive/MyDrive/singlish/train/612.wav,currently we are not seeing that,612,currently we are not seeing that,0,0,0,32,1.0
